channel_name,video_id,Date,Time,duration_seconds,views,likes,comments,shorts,title,content_type
RJ Karishma,16eQ_ysqNRk,4/14/2023,4:23:58 AM,60,"10,375,818.00","488,512.00",775,Yes,choti behene aisi kyu hoti hai #rjkarishma #shorts,Character / Micro Comedy
RJ Karishma,15TJs4c5E2k,4/11/2023,4:07:54 AM,61,"7,131,794.00","435,655.00",1272,Yes,maami ji in the house #rjkarishma #comedy #shorts,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,eveMq5JwS3o,4/7/2023,9:07:42 AM,60,"2,815,491.00","163,029.00",260,Yes,and the sweetest person award goes to mummy ji #rjkarishma #shorts,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,x1D8dHGK5U0,4/6/2023,4:06:45 AM,59,"6,802,639.00","440,221.00",555,Yes,kissi ko yaad aai ?? #shorts #rjkarishma,"Character / Micro Comedy, Daily Life / Emotions"
RJ Karishma,eDZ1YnkFChI,4/2/2023,3:48:02 PM,61,"10,714,632.00","632,695.00",1059,Yes,uncle uncle apki bike ka stand laga hua hai…#rjkarishma #shorts,Character / Micro Comedy
RJ Karishma,BmvyuIpWBl0,3/29/2023,3:39:15 AM,59,"3,506,646.00","199,081.00",363,Yes,every padosi be like #rjkarishma #shorts,Character / Micro Comedy
RJ Karishma,c5v7uWuzSps,3/26/2023,4:43:09 AM,61,"6,001,492.00","378,416.00",801,Yes,kabhi hua hai apke sath? #rjkarishma #comedy #shorts,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,ScokUCwmC4Q,3/23/2023,3:25:12 AM,60,"5,539,951.00","342,633.00",935,Yes,kabhi pala pada hai aise cousins se #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,DaZNLRXJi3g,3/18/2023,4:47:09 AM,61,"7,001,692.00","389,598.00",1057,Yes,dikha diye stunts #comedy #rjkarishma,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,xhZ-FFCF-6I,3/11/2023,11:10:56 AM,58,"6,986,882.00","403,513.00",1185,Yes,bua no i’m the house #rjkarishma #shorts #comedy,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,P-4Pe_69rzQ,3/4/2023,8:01:17 AM,61,"11,526,028.00","713,867.00",756,Yes,ye itna kyu rote hain log choti choti games mai?? koi batayega mujhe ? #rjkarishma #comedy #shorts,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,cfB7aZIlqmo,2/27/2023,3:49:15 AM,60,"8,448,470.00","459,770.00",1285,Yes,relatable?? #rjkarishma #comedy #shorts,"Character / Micro Comedy, Daily Life / Emotions, Comedy / Funny"
RJ Karishma,ri818nVQid0,2/19/2023,6:28:48 AM,59,"17,331,000.00","911,674.00",2470,Yes,kisiki yaad aai ?? #rjkarishma #shorts,"Character / Micro Comedy, Daily Life / Emotions"
RJ Karishma,iaB46WzzSXg,2/17/2023,4:23:23 AM,61,"3,189,621.00","208,747.00",257,Yes,bua hi ki samjhdar beta,Family / Relatable
RJ Karishma,kYm7jK0a1Ww,2/14/2023,5:00:53 AM,61,"20,694,562.00","1,203,097.00",845,Yes,pooja kaun hai??? #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,xJCEaXjWkYw,2/1/2023,10:50:09 AM,61,"6,497,296.00","394,183.00",1415,Yes,khatam tata bye bye #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,YAkna-HlXJo,1/27/2023,9:23:50 AM,60,"5,961,862.00","327,451.00",553,Yes,bua ji in the house #rjkarishma #comedy,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,lhO7faH_MTo,1/25/2023,9:13:00 AM,61,"41,461,870.00","1,731,384.00",4819,Yes,dheere bolo par bolo🥰 #rjkarishma #comedy #shorts,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,ZHHDeUiqbCM,1/20/2023,5:51:26 AM,60,"8,581,076.00","584,900.00",1173,Yes,yaad aagaye school ke din?? #rjkarishma #shorts #comedy,"POV / Kids & Teens, Character / Micro Comedy, Daily Life / Emotions, Comedy / Funny"
RJ Karishma,KKM9h228I7s,1/9/2023,9:48:08 AM,59,"17,804,295.00","970,401.00",3428,Yes,batao ye chamatkar hua kaise #rjkarishma #shorts #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,VIabHvy5vG0,1/4/2023,8:57:57 AM,60,"3,921,749.00","264,661.00",540,Yes,nurses all over the world.y’all are truly appreciated! thank you for taking care of our loved ones♥️,Romance / Relationships
RJ Karishma,oNgsgSJ0zE8,1/2/2023,9:47:15 AM,61,"2,860,414.00","209,163.00",596,Yes,kiski yaad aa gai?? #rjkarishma #reels,"Character / Micro Comedy, Daily Life / Emotions, Trends / Challenges / Social Media"
RJ Karishma,LjL-dewRlFM,12/26/2022,4:01:29 AM,20,"12,248,196.00","604,544.00",1434,Yes,apni bestie ko tag karo #rjkarishma #comedy #shorts,"POV / Kids & Teens, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,KUS1nld2HMg,12/25/2022,6:40:39 AM,60,"10,120,750.00","667,819.00",960,Yes,mujhe darr nahi lagta…….mujhe boht darr lagta hai #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,-oB8_MTmS34,12/19/2022,10:07:02 AM,61,"3,398,086.00","266,591.00",430,Yes,relatable?? #rjkarishma #comedy,"Character / Micro Comedy, Daily Life / Emotions, Comedy / Funny"
RJ Karishma,w7pvIqQU-rI,12/14/2022,9:40:59 AM,61,"19,581,184.00","1,231,000.00",2574,Yes,shadi wala ghar #rjkarishma,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,2ETcvO-xOvM,12/13/2022,9:33:36 AM,32,"2,682,233.00","123,565.00",118,Yes,damad ji in the house #rjkarishma,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,YeyI0wIk7Hk,12/6/2022,5:40:34 AM,59,"5,112,597.00","367,260.00",970,Yes,dukh dard peeda #rjkarishma #shorts,Character / Micro Comedy
RJ Karishma,JaaGlJszH0I,11/29/2022,11:09:49 AM,61,"16,095,211.00","1,081,946.00",2696,Yes,aur inn logo ke ghar se jane ke baad hume taane sunn ne padte hain😒 #rjkarishma,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,ZqEDzvW46kY,11/25/2022,10:53:52 AM,59,"13,366,545.00","890,869.00",1423,Yes,dukh dard peedha #rjkarishma,Character / Micro Comedy
RJ Karishma,I8ulZuF5t4Q,11/22/2022,5:09:34 AM,61,"17,250,276.00","1,216,447.00",2150,Yes,mera dil hai pukare aaja #comedy,Comedy / Funny
RJ Karishma,xwwFw44RP3Q,11/19/2022,8:23:52 AM,61,"3,983,379.00","249,057.00",305,Yes,toh batao bacho aalu ka partha kisne banaya🥺 #rjkarishma,Character / Micro Comedy
RJ Karishma,qohTmFzI4xY,11/15/2022,6:21:41 AM,61,"5,381,637.00","310,081.00",1084,Yes,east or west my parlor didi is the best #rjkarishma,"Character / Micro Comedy, Fashion / Style / Appearance"
RJ Karishma,30QFQH9lAjw,11/9/2022,12:13:43 PM,61,"7,434,184.00","639,287.00",812,Yes,kaun kaun aisa kiya hai..attendance please #rjkarishma,Character / Micro Comedy
RJ Karishma,Td1ff8INnK0,11/7/2022,12:06:20 PM,195,"1,909,313.00","50,381.00",580,No,kya kehna chahenge nani ki tareef mai #comedy #rjkarishma,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,oDKtf1zYBsg,11/3/2022,10:51:00 AM,61,"2,992,176.00","182,906.00",279,Yes,kya hoga ab vicky ka ??#indusindbank #indusindbanksavingaccount,Character / Micro Comedy
RJ Karishma,rjN6zCj-ydM,10/31/2022,2:34:03 PM,30,"11,728,989.00","409,478.00",2519,Yes,jante ho aise aunty ko?? #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,uH3VSbxa1gw,10/29/2022,4:53:22 AM,61,"17,230,996.00","1,224,933.00",958,Yes,kis kis ne sunna hai aisa ??? #rjkarishma #share #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,sIwiNKD-hg8,10/27/2022,5:03:43 AM,60,"12,639,493.00","864,381.00",3144,Yes,vicky kuch zyada hawa mai udd raha hai….chikky ko kich karna padega #rjkarishma,Character / Micro Comedy
RJ Karishma,is2zdoLfBc8,10/9/2022,6:28:10 AM,60,"4,333,039.00","264,786.00",571,Yes,apko kya taane padte hain ?#rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,mRfbrFowAVM,9/30/2022,4:51:18 AM,59,"5,960,196.00","399,363.00",1087,Yes,fufa ji namaste #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,TJBog9epwKA,9/26/2022,9:23:29 AM,61,"4,342,161.00","265,351.00",499,Yes,kari kari apna experience share karo #rjkarishma #comedy #shorts,"Character / Micro Comedy, Daily Life / Emotions, Comedy / Funny"
RJ Karishma,6-WcrUs03zk,9/20/2022,5:50:10 AM,60,"5,597,337.00","352,040.00",999,Yes,kissi yaad aagai ?? #rjkarishma #comedy,"Character / Micro Comedy, Daily Life / Emotions, Comedy / Funny"
RJ Karishma,nroFrGxWVYQ,9/16/2022,9:06:56 AM,58,"8,412,157.00","565,462.00",1474,Yes,hello friends paneer ke french fries khalo #comedy #rjkarishma,"Character / Micro Comedy, Food / Cooking, Comedy / Funny"
RJ Karishma,sq5K7WnJFlc,9/13/2022,4:33:42 AM,61,"20,136,843.00","1,360,228.00",2627,Yes,aunty kafi late ho rahi thi….par fir darwaze par aunty ko time mil gaya #rjkarishma,Character / Micro Comedy
RJ Karishma,QZoeCt8y9Ks,9/10/2022,5:20:21 AM,60,"11,979,816.00","823,578.00",2680,Yes,ab chutney toh chikky ki banegi #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,e8He8ml05Wg,9/6/2022,8:24:41 AM,61,"12,201,834.00","819,987.00",3421,Yes,apko kya instructions milti hai ?#comedy #rjkarishma,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,6vuiTVtvE_Y,9/4/2022,5:28:51 AM,59,"89,141,464.00","4,186,010.00",8677,Yes,hello chachi…ishhhh #rjkarishma #comedy,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,SIz1AkPoioA,8/31/2022,6:16:24 AM,60,"10,943,827.00","786,949.00",846,Yes,ye kuch relatives teacher kyu ban jate hain #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,VBc_9ogbP4Q,8/29/2022,4:26:52 AM,61,"21,826,145.00","1,477,341.00",1786,Yes,kya apka aisa koi dost hai ??? #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,49h2sGbsmcU,8/26/2022,6:48:19 AM,60,"9,541,852.00","643,042.00",1160,Yes,muh se nikal gaya mummy ji #rjkarishma #comedy,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,vzueEe9MsJM,8/23/2022,2:04:03 PM,248,"4,065,232.00","140,650.00",1805,No,kabhi apke sath hua hai aisa ??? #rjkarishma #comedy @saurabhghadgevines,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,o5Z42jvG6T0,8/19/2022,1:07:39 PM,59,"12,747,225.00","756,379.00",1679,Yes,nani is the best,Family / Relatable
RJ Karishma,n7qbgGzcwsw,7/27/2022,11:47:08 AM,59,"22,326,069.00","1,429,095.00",2822,Yes,bua ji in the house #shorts #rjkarishma,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,2G5ECPPbieA,7/18/2022,2:01:08 PM,32,"20,686,141.00","1,220,952.00",3228,Yes,kis kis ko umeed thi chikky ke pitne ki #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,g-fqdzJIuTA,7/17/2022,3:03:14 AM,100,"3,007,862.00","73,875.00",411,Yes,haye❤️,Other
RJ Karishma,R2NhPMdbdk0,7/14/2022,7:34:45 AM,87,"2,670,576.00","105,207.00",930,Yes,kya chikky ki mummy ko milega mauka ranbir k sath movie jaane ka😅 #rjkarishma,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,Mb9fAnnqM54,7/6/2022,3:50:38 AM,61,"27,652,639.00","1,684,798.00",1880,Yes,crash course toh banta hai mummy ji,Family / Relatable
RJ Karishma,CHwrWSb23Uo,7/3/2022,4:48:25 AM,61,"21,645,323.00","1,505,629.00",1284,Yes,muh par kaun bolta hai acha nahi laga :( gazab bezatti hai yaar 😒 #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,SQYebLre-10,6/30/2022,7:54:49 AM,60,"10,126,158.00","675,114.00",766,Yes,travel scenes #rjkarishma #comedy,"Character / Micro Comedy, Brand / Ads / Events, Comedy / Funny"
RJ Karishma,JoZp-Eesrhw,6/23/2022,10:46:02 AM,60,"18,262,743.00","1,263,465.00",2237,Yes,sab log apke stylist ban jate hain…kyu…kyu ?? #rjkarishma,Character / Micro Comedy
RJ Karishma,_v9IL9Y5rfc,6/22/2022,3:54:56 AM,53,"15,182,222.00","921,845.00",2563,Yes,isse kehte hain ungli pakdao toh log hath he pakad lete hain #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,E6T-eZ92TB8,6/14/2022,7:13:25 AM,86,"3,572,515.00","141,202.00",2724,Yes,apki mummy ka fav dialogue kya hai?? #rjkarishma #comedy,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,uXp987q6vpo,6/5/2022,5:22:33 AM,61,"22,222,709.00","1,611,163.00",2570,Yes,apke sath hota hai kya aisa?,Other
RJ Karishma,PjN4w-KnCvc,5/31/2022,6:35:13 AM,58,"115,574,577.00","5,218,885.00",10517,Yes,uff🤣 #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,KyGTRxk6rJo,5/28/2022,12:18:01 PM,16,"6,504,172.00","249,691.00",158,Yes,ye toh hona he tha #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,F7yvdEWNT14,5/28/2022,6:41:28 AM,31,"7,828,913.00","389,840.00",1469,Yes,my #javrun when vicky wants to party with his friends! #shorts #sponsorship,"Character / Micro Comedy, Brand / Ads / Events"
RJ Karishma,X8RRGJFkyhE,5/24/2022,3:52:29 AM,58,"23,887,958.00","1,710,082.00",7145,Yes,breakthrough talent of the year...yey.....thanku so much for your support:),Other
RJ Karishma,KFSkzlGklzQ,5/16/2022,5:53:22 AM,103,"3,539,225.00","117,783.00",1230,Yes,yahi sunn sunkar meri zindagi guzar rahi hai #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,DrvVUs1R5t4,5/10/2022,4:37:06 AM,60,"7,531,043.00","419,103.00",810,Yes,kuch rishtedar aise bhi #rjkarishma #contentcreator,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,ud-YVHx48AU,5/9/2022,9:25:23 AM,61,"43,346,497.00","2,566,335.00",3863,Yes,apke sath hota hai aisa ?? #rjkarishma #contentcreator,Character / Micro Comedy
RJ Karishma,MMK2hI6-goA,4/28/2022,10:31:37 AM,49,"7,022,625.00","431,594.00",441,Yes,aarti didi ghar gai hain change karne #rjkarishma #comedyvideo,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,Y5esc-WD174,4/28/2022,7:38:07 AM,59,"57,123,622.00","3,215,704.00",5822,Yes,ye mara bahu ne sixer #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,kcwvLLslSeE,4/24/2022,5:49:45 AM,118,"4,974,148.00","170,295.00",1952,Yes,karo karo bhar bhar k apne bhaiyon ko tag karo #rjkarishma,Character / Micro Comedy
RJ Karishma,_hrg4f7qB5M,4/19/2022,9:53:43 AM,60,"12,725,747.00","820,348.00",1613,Yes,nani best hai #rjkarishma #contentcreator,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,TNvG0RIF98w,4/16/2022,7:38:56 AM,60,"10,086,422.00","669,716.00",1244,Yes,kuch rishtedar aise bhi #rjkarishma,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,e0MYhLsWdQI,4/12/2022,11:54:26 AM,59,"7,222,563.00","379,560.00",686,Yes,kya kehna chahenge aap vicky k liye🤣 #rjkarishma #shorts,Character / Micro Comedy
RJ Karishma,EeuCjjTBEXQ,4/7/2022,9:19:24 AM,134,"3,259,762.00","110,131.00",915,Yes,people in lift #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,rbq8tliSBDc,4/5/2022,5:09:30 AM,61,"20,193,304.00","1,379,887.00",2013,Yes,vicky ko iska jawab milega #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,KLHyutia9yI,4/2/2022,7:17:44 AM,60,"7,906,055.00","504,420.00",934,Yes,bahu’s got talent #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,SgP2aZ1AIgQ,3/30/2022,3:59:39 AM,60,"16,758,743.00","1,111,363.00",3180,Yes,"if u can’t think of anything helpful to say, then don’t say anything.zarorat kya hai ?? #rjkarishma",Character / Micro Comedy
RJ Karishma,Whe_8oB7ZMA,3/25/2022,4:04:24 AM,61,"37,037,934.00","2,640,592.00",3157,Yes,kaun hai ye log kaha se aate hain🥺,Other
RJ Karishma,1NnE1aFy_bc,3/22/2022,4:08:49 AM,61,"33,717,899.00","2,530,301.00",3254,Yes,#rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,72mrpLdmEgc,3/18/2022,3:25:11 AM,59,"5,865,538.00","360,043.00",1167,Yes,boht ajeeb log hai yaar boht ajeeb😝 #comedy,Comedy / Funny
RJ Karishma,k0O44-bF5sY,3/13/2022,1:30:23 PM,53,"17,866,135.00","1,203,581.00",1549,Yes,makaan malik kuch aise bhi #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,Qj3gY_-zzMI,3/7/2022,12:13:29 PM,60,"63,603,161.00","3,691,537.00",5680,Yes,sangeet wala scene #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,YBHO0O0l5Qg,3/3/2022,12:49:45 PM,61,"157,908,878.00","7,576,639.00",18894,Yes,privacy 🙈 #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,yzZr12CMP8o,2/27/2022,5:03:28 AM,60,"8,650,186.00","552,719.00",1390,Yes,kis kis ko sukoon mila #comedy #rjkarishma,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,B9jZgzQxmWA,2/23/2022,4:14:07 AM,61,"112,755,316.00","5,786,578.00",4509,Yes,bua in the house #rjkarishma #shorts,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,IpzQndgt7Yc,2/20/2022,4:56:50 AM,60,"34,833,187.00","2,284,858.00",3523,Yes,ye kya hogaya mummy ji #rjkarishma #comedy,"Family / Relatable, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,FSWbXwsoRRA,2/17/2022,4:50:04 AM,61,"56,931,986.00","3,326,456.00",3628,Yes,story of my house #rjkarishma,"Character / Micro Comedy, Daily Life / Emotions"
RJ Karishma,Ssh5B1ha4Pg,2/11/2022,3:56:57 AM,61,"10,216,735.00","606,202.00",1266,Yes,ab mujhe vicky par taras aane laga hai #shorts #rjkarishma,Character / Micro Comedy
RJ Karishma,K6YJsy7Nyyc,2/6/2022,5:20:41 AM,61,"4,650,237.00","223,359.00",356,Yes,koi rakhe “kalash” aur koi kare “kalesh” #shorts,Other
RJ Karishma,XIRokLRqkIs,2/2/2022,6:06:58 AM,60,"65,748,499.00","3,321,165.00",8120,Yes,bhaiya apne toh mera pura suit he kharab kar diya:( #shorts #rjkarishma,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,wX-9i3O88Vk,1/25/2022,4:26:49 AM,61,"18,063,903.00","1,262,577.00",2083,Yes,kyu karte hain ye aisa😒 #shorts,Other
RJ Karishma,_vBFBmscVU4,1/22/2022,5:50:58 PM,61,"16,548,450.00","1,179,931.00",1512,Yes,normal ya methi?? #rjkarishma #contentcreator #shorts,Character / Micro Comedy
RJ Karishma,zHrZLNnyMW4,1/21/2022,4:59:48 AM,42,"7,876,245.00","576,041.00",1706,Yes,kar diya chikky ne haircut 😂 #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,wieilHPQVO8,1/18/2022,5:24:52 AM,60,"27,632,279.00","1,821,100.00",3100,Yes,humare yaha cell bina maar khaye nahi manta #shorts #rjkarishma,Character / Micro Comedy
RJ Karishma,mMHz535nAJs,1/16/2022,6:59:11 AM,55,"18,059,092.00","1,171,754.00",1479,Yes,kya hogaya hai alpi speed ko mummy ji #shorts #rjkarishma,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,8ST7eLskwGs,1/15/2022,8:01:03 AM,32,"45,393,714.00","2,238,258.00",2877,Yes,dedicated to all my lovely ladies out there :’) #shorts #rjkarishma #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media, Romance / Relationships, Pets / Animals"
RJ Karishma,a4Ht4wURYms,1/14/2022,4:16:56 AM,60,"39,314,498.00","1,727,764.00",2846,Yes,hadd hoti hai yaar😒 #shorts #youtubepartner #rjkarishma,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,T_xWn6qXNR8,1/12/2022,3:53:47 AM,56,"51,028,104.00","3,137,714.00",5359,Yes,apke sath hua hai aisa ? #rjkarishma #shorts,Character / Micro Comedy
RJ Karishma,0Jd43NPp0Do,1/11/2022,4:37:12 PM,51,"14,826,405.00","1,068,129.00",1454,Yes,dikkat kya hai agar rishtedaron k khazane mai se ek do tukde hume mil gaye toh?#rjkarishma #shorts,"Family / Relatable, Character / Micro Comedy"
RJ Karishma,95cOqVKbrBY,1/10/2022,4:11:55 AM,57,"7,661,138.00","517,547.00",522,Yes,kya tumhe mujh par pyaar nahi aata ??? 😒 #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media, Romance / Relationships"
RJ Karishma,rzFKxeAGWWQ,1/8/2022,6:59:15 AM,56,"13,026,809.00","947,722.00",1888,Yes,girls in parlour #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,y972-DQa2Ag,1/6/2022,9:33:16 AM,48,"12,077,751.00","857,534.00",1559,Yes,hriday parivartan 😂 #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,lrTriOjPSdI,1/6/2022,5:07:57 AM,34,"19,782,085.00","1,299,834.00",1471,Yes,kya hoga chikky ka agala kadam ?? #rjkarishma #shorts,Character / Micro Comedy
RJ Karishma,a0oOwJUS0lg,1/5/2022,5:52:25 PM,30,"10,061,176.00","572,295.00",1006,Yes,kuch bhi ka matlab koi achi sabzi bhi hota hai 😒 #shorts #youtubepartner,Trends / Challenges / Social Media
RJ Karishma,9N2mUulfO9M,1/4/2022,5:04:39 AM,61,"33,891,424.00","2,327,166.00",2603,Yes,kya tum bhi snooze button press karte rehte ho😝😝 #shorts #youtubepartner,Trends / Challenges / Social Media
RJ Karishma,tE73VQmobrU,12/31/2021,3:55:30 AM,60,"49,870,040.00","3,046,529.00",3029,Yes,i love uuu mummy ji #rjkarishma #comedy,"Family / Relatable, Character / Micro Comedy, Comedy / Funny, Romance / Relationships"
RJ Karishma,EQiUOePVLDw,12/30/2021,12:17:53 PM,54,"10,106,345.00","686,165.00",2122,Yes,khatam tata bye bye #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,1NNN7W4sX1s,12/28/2021,4:29:18 AM,60,"141,551,248.00","6,974,300.00",17007,Yes,ye kaun hote hain log jo har cheez ka bura maan jate hain #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,PPHR1F_tWZg,12/26/2021,4:03:08 AM,59,"33,971,150.00","1,969,727.00",2474,Yes,aaya bada badla lene #rjkarishma #shorts #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,48vkjSki2Yw,12/24/2021,7:15:57 AM,18,"10,795,136.00","648,654.00",973,Yes,#shorts #rjkarishma,Character / Micro Comedy
RJ Karishma,p1an9AhvBtM,12/23/2021,1:23:36 PM,33,"3,435,688.00","146,892.00",182,Yes,big fan🙄 #shorts #youtubepartner,Trends / Challenges / Social Media
RJ Karishma,u-cLDw7tlug,12/21/2021,8:36:11 AM,133,"4,703,285.00","138,361.00",1001,Yes,meri photos lena itna bhi aasan nahi hai 😝 #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,oPCiMF0G5LE,12/16/2021,6:35:14 AM,55,"9,895,546.00","786,012.00",1592,Yes,gaya vicky kaam se,Character / Micro Comedy
RJ Karishma,VVdpAD0Mrd0,12/15/2021,1:24:40 PM,16,"13,164,216.00","598,587.00",777,Yes,spoiler alert !! kaun hai ye log …kyu karte hain aisa #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,MKmrVQzDN5Q,12/15/2021,12:23:24 PM,37,"5,800,132.00","470,595.00",2761,Yes,madam aap hain kaun ?? #rjkarishma #shorts #youtubepartner,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,vG21olUMlCg,12/12/2021,6:40:55 AM,60,"29,233,926.00","2,025,662.00",3693,Yes,kya aapke sath aisa hua hai ?? #shorts #youtubepartner #rjkarishma,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,qZXi9FKoCQg,12/10/2021,6:07:35 PM,43,"33,961,746.00","2,196,830.00",6025,Yes,zero figure tamatar #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,yW9QN4nwT88,12/10/2021,5:41:35 AM,61,"6,672,736.00","556,850.00",1144,Yes,kabhi aisa fast ho ? #shorts 🙄#youtubepartner #rjkarishma,"Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,SmYH1puKx90,12/7/2021,4:33:28 PM,26,"10,189,545.00","662,399.00",871,Yes,tag your bestie #rjkarishma,"POV / Kids & Teens, Character / Micro Comedy"
RJ Karishma,3hPMCVgSC4A,12/7/2021,1:56:56 PM,58,"26,097,259.00","1,886,299.00",5963,Yes,ab mummy chalte firte kabhi bhi live mai aa jati hain😭😭 #rjkarishma #shorts #youtubepartner,"Family / Relatable, Character / Micro Comedy, Trends / Challenges / Social Media"
RJ Karishma,4uqgQJQEJ_4,12/5/2021,12:56:04 PM,27,"4,898,593.00","318,401.00",244,Yes,just sibling things #rjkarishma #comedy #shorts,"POV / Kids & Teens, Character / Micro Comedy, Comedy / Funny"
RJ Karishma,CaIO80RiArE,12/5/2021,5:07:38 AM,58,"30,883,977.00","2,050,384.00",3755,Yes,#shorts #youtubepartner,Trends / Challenges / Social Media
RJ Karishma,6ASdn-aY3YM,12/2/2021,3:55:15 AM,59,"26,579,559.00","1,809,150.00",2138,Yes,jo jaha hai wahi rakho #shorts #rjkarishma #comedy,"Character / Micro Comedy, Comedy / Funny"
RJ Karishma,ZTUhrV69igk,11/30/2021,1:29:18 PM,28,"29,032,431.00","1,373,101.00",2543,Yes,chikki tried to save vicky….but …#rjkarishma #shorts,Character / Micro Comedy
RJ Karishma,riVuxMrb8qk,11/29/2021,4:29:08 PM,24,"23,356,203.00","1,374,005.00",1935,Yes,kya apke sath bhi aisa hota hai ?? #shorts #youtubepartner #rjkarishma,"Character / Micro Comedy, Trends / Challenges / Social Media"
